area_c,p_ds,m_ds,p_ps,m_ps,p_imp,m_imp,pop,kfc,p_ds%,m_ds%,p_ps%,m_ps%,p_imp%,m_imp%,pop%,kfc%
222,25.651892663558698,38.557503258268355,11.65,16.61,3.1865705172122607,12.268296491267204,6276.34,0.0011152996810242911,7.609001082214947,11.575953560573572,7.870370370370367,11.178045515394913,24.48556802212756,27.805183169384286,0.413246279103624,-96.65071770334929
231,0.6298960923406075,6.487929751108257,0.28,2.91,0.0,0.0,111129.44,0.0,-7.883619268165523,-8.915322732362071,-9.677419354838701,-8.49056603773585,0.0,0.0,5.5428160006108715,-100.0
233,21.933971183299928,71.09632038724804,9.47,26.34,22.69031501720682,58.99481904473774,1322.15,0.0,3.0841810687138422,0.5997643948293712,4.410143329658218,4.898446833930707,29.821157567795538,19.4354649623719,0.472669518895384,0.0
242,44.613710554951034,60.93579978237214,18.64,25.11,5.44069640914037,15.233949945593036,919.0,0.0,127.62162979083543,86.53870148712367,124.57831325301203,83.95604395604394,149.82861806311206,55.44891790593639,0.06859980182279424,0.0
246,21.031790639402697,79.41314051774467,9.02,32.59,3.263553719907315,17.58692837950053,5515.46,0.0,5.067560506780453,4.902086066327129,4.519119351100797,5.0273928456332655,12.087160454431725,7.382267299554333,0.36832010365371687,-100.0
250,28.65685685308818,90.4977938731889,12.44,37.69,8.292130674644952,24.751932276473017,64277.81,0.0037960222975860565,4.012069391177106,0.956978581686262,3.6666666666666625,-0.26462026991267906,8.508753215065786,4.407337841632192,0.45084085906835386,1933.3333333333333
258,57.12173650078962,117.60357514868453,20.86,41.64,57.12173650078962,114.24347300157925,297.61,0.0,4.796965827761157,7.8792295285776675,1.3113161728994638,0.3857280617164988,-1.3675615738718485,4.796965827761157,1.3865231314301265,0.0
262,2.837684449489217,14.188422247446084,1.36,6.49,2.837684449489217,3.7835792659856224,1057.2,0.0,45.18444948921681,3.703178206583434,58.13953488372094,8.52842809364548,45.18444948921681,93.57926598562241,3.3168500674315475,0.0
266,38.320993061163044,67.5179401553825,17.64,31.25,36.49618386777433,49.26984822149534,2192.01,0.0,5.191630176485476,0.6118585225432348,5.187835420393566,0.5793369810106203,5.74819964831873,1.7695545130354269,5.071397414450136,0.0
268,16.435509182678032,36.317173516562754,7.44,14.81,13.519531747041608,22.267464053950885,3772.32,0.0013254442889256478,-4.645979947863139,2.9744783609360614,-4.370179948586117,2.3496890117484437,-5.585849321136892,3.6704399611046012,0.032086043631716826,0.0
270,9.407260769268524,14.315396822799928,4.29,6.16,8.99824943147424,10.22528344485709,2444.92,0.0,28.22705133621597,18.470645256286506,29.216867469879524,18.234165067178505,39.0055571007095,24.705942375038422,5.511369275982757,0.0
276,20.097301822629852,83.27231361441409,8.51,33.17,10.507052753607804,32.655099660179474,82896.7,0.0020869347030702066,2.7088390580821744,-0.21935924086676026,1.5513126491646658,-1.2797619047619038,5.882567101522711,2.812264828454816,0.6865908543785578,0.0
288,8.746174358549094,14.836103171168462,3.95,6.94,6.640613864824312,7.418051585584231,30870.64,0.0005506850522049429,67.84874080835552,27.834006982992438,68.08510638297872,29.962546816479414,102.32855087131665,79.70108358674759,4.453971164940466,112.5
296,24.537870112874202,40.89645018812367,9.93,16.03,16.358580075249467,24.537870112874202,122.26,0.0,45.3991493538361,21.16595779486342,22.896039603960393,8.237677245104663,93.86553247178145,45.3991493538361,3.1642899333389587,0.0
300,27.743111949569606,80.59609132468186,12.52,31.71,7.711644677507484,46.175823617758226,10633.27,0.000752355578293413,68.49222612924655,14.450069584753713,84.6607669616519,22.66924564796905,7.659967864401686,4.281113062344601,-1.0834680652741309,14.285714285714285
308,65.65988181221273,90.28233749179252,20.05,30.39,65.65988181221273,82.07485226526592,121.84,0.032829940906106365,12.531657443016595,8.311720288903492,8.436992969172538,12.057522123893802,12.531657443016595,9.405778069599458,1.5587230140868589,-33.33333333333333
320,20.830638010988608,37.3289780880679,8.83,15.42,7.833744209260672,11.394537031651888,16850.18,0.00041542582927897505,-3.866310527757673,-3.777471197355354,-4.021739130434774,-4.044803982576231,-1.0701341759181298,4.285619540809497,3.4324473635749815,-90.41095890410958
324,2.3098624755672303,12.66441840052378,1.07,5.58,3.424968498254859,3.584269358638806,12554.86,0.0,10.235784389471474,5.66367083389177,11.458333333333345,6.285714285714287,31.816983558044328,29.58752083401821,5.228987703451271,0.0
328,53.46844725083067,62.379855125969115,24.44,27.88,1.2730582678769207,5.092233071507683,785.51,0.006365291339384604,22.992010980706233,18.379810568929734,23.49671551288531,20.849588209796266,-3.3634199437308334,-3.3634199437308334,3.4804832101595276,-88.88888888888889
332,10.170334949084761,20.79470270839652,4.64,8.91,9.353075890676164,11.623239941811155,11012.42,0.0,1.834993546029684,0.8105545757258241,2.428256070640164,1.1350737797956827,2.2525021748171614,3.774707708811197,2.7867666618442457,0.0
340,22.567485461331483,35.12766967736665,10.2,15.29,1.5317297824433131,6.8417263615801325,9792.85,0.0015317297824433132,5.696270521071736,3.209893566344845,5.919003115264782,3.3108108108108,-9.428817964126889,7.880341269395523,3.5097454760696887,87.5
348,31.504568162383546,91.34279015911852,12.12,34.27,6.239541097095443,37.2326714646351,9776.36,0.005932678420189109,19.390149409502207,14.50046228489964,6.972639011473955,10.619754680439002,49.37004834658898,19.036610323302906,-0.3946979653798716,-89.87783595113437
352,28.33262501770789,84.99787505312368,13.4,38.42,5.666525003541578,11.333050007083155,352.95,0.022666100014166312,5.6743951771576056,1.9003096351162687,8.589951377633716,2.7822364901016563,90.21391131888369,-4.893044340558155,5.144780743565295,0.0
356,2.9904967870384476,4.88968868891924,1.35,2.19,0.0,0.0014609168476006095,1369003.31,0.0002775742010441158,15.365639013916624,11.88914479101283,15.3846153846154,12.307692307692307,0.0,95.56363819164177,2.268500345657729,850.0
360,7.9193658037066665,11.959552896945198,3.57,5.26,0.0,0.8537188667825627,267066.84,0.0025723897433316692,4.20539503449424,-2.228814274598141,4.385964912280699,-1.8656716417910546,-100.0,28.4749649059828,1.9922308245119529,68700.0
364,25.625584284345408,36.616320296911056,11.56,16.26,0.03503954095398187,2.2658903150241607,85617.56,0.0,-5.1212969655082725,-5.4442777306838055,-5.090311986863705,-5.793742757821552,-2.699598073105582,28.410054243656585,2.774498377852415,0.0
368,16.48694271476756,21.886847297304673,7.45,9.98,13.384869869480285,16.40077402462069,34815.43,0.00022978317372498343,6.465811838465115,7.465650555501595,6.5808297567954215,7.659115426105727,4.04457447550171,8.225479803127152,4.891091161178083,-27.27272727272727
372,26.06262061718768,78.60155424231205,12.8,35.09,21.718850514323066,65.5702439337182,4834.51,0.007860155424231205,-9.628054646818029,50.67822092697265,-7.913669064748198,-2.7439024390243762,-2.4556780314861304,8.496666891294367,2.5174997190290545,11.76470588235294
376,76.3911225474429,111.03910847066392,35.1,49.2,0.0,15.845836565568653,8456.48,0.0,4.752257609380185,2.4852032130352457,14.146341463414638,8.970099667774097,0.0,4.263176610355084,3.6459080207034837,-100.0
380,19.55661757694009,77.64194288231809,8.9,31.27,1.5865744404861732,29.660591645299405,59877.43,0.0005010235075219495,1.5299703073884148,2.542338238647083,1.9473081328751423,2.1895424836601247,10.91009506400613,2.421259891145676,-0.4012067473926088,7.142857142857142
384,2.039696414723627,11.139880418875194,0.92,5.28,0.03922493105237744,0.9021734142046812,25493.99,0.0,-1.2231321970393663,2.1730421621533207,-2.1276595744680753,0.3802281368821381,3.922493105237744,-8.979649059771857,5.287809092568574,0.0
388,58.32479799704108,68.28269033799931,26.15,29.76,12.091726414020712,17.42631159667691,2811.84,0.012803004438374871,8.97794089753802,8.121975260062527,8.912952936276538,8.218181818181824,-0.3250540571298564,6.175485895666033,0.3261141042566214,157.14285714285714
392,19.72185530858882,52.18767254148263,8.95,21.68,8.98176061041756,27.689801670211452,126255.87,0.009021362729511111,5.410544276060009,6.261247081271275,5.791962174940879,6.535626535626527,11.498382161572044,12.274418797401005,-0.5811225834067925,429.7674418604651
398,18.28666368182284,66.94321424525707,8.32,27.92,10.518877339101634,14.51065643188892,18538.1,0.0028050339570937694,7.336481722408543,4.510902063349934,7.3548387096774235,3.2926378098409197,13.871886178931636,12.107533263557874,2.5419627127175537,-21.21212121212121
400,25.62173334850242,38.14578957482263,11.57,16.9,6.118622889194608,13.288884087469539,10459.87,0.002581294031378975,2.9483312211645694,5.002713686367975,2.661934338952979,4.968944099378864,-15.319448945775077,-11.720525525970523,4.96966278829384,1250.0
404,2.6624867626363025,16.495406709867016,1.2,7.29,0.020018697463430844,0.04003739492686169,49953.3,0.0004203926467320477,218.79731218958506,2.736288801673147,215.78947368421052,3.6984352773826425,2.0018697463430843,-4.121109115914267,4.298244460187334,-16.0
408,1.560174973623292,13.963566013928462,0.69,6.32,0.0,0.31203499472465834,25638.15,0.0,-15.718650825413466,-4.181217485703189,-16.867469879518072,-4.531722054380662,-100.0,-0.9694147198608425,0.9789043628476407,0.0
410,19.71867507532379,78.87470030129516,8.94,31.25,3.2896710135476392,31.871106819488013,51676.9,0.0,1.992421748121185,8.007987589149966,2.405498281786931,7.425232038501203,26.911995422337675,19.191388738031595,0.7151045469127024,0.0
414,46.55806207278346,69.72127703436726,21.05,31.1,34.28155814314404,50.26417646663686,4317.19,0.015056089725029477,1.3286158581795655,1.1605750358608473,1.7399710004833222,2.1681997371879107,2.7961723730962573,3.2862487882375677,6.647579475752749,6500.0
417,5.945217233417263,35.02857721310711,2.72,14.77,4.659764858624341,4.981127952322572,6223.49,0.0006427261873964608,32.518892132870796,-10.292559046109565,42.408376963350804,6.488824801730356,47.59927815083618,42.75201121649017,3.409434557931635,300.0
418,5.489084462935309,26.03796476007775,2.47,10.95,0.7037287772993986,0.9852202882191581,7105.01,0.0,5.075714179149639,1.37682984689797,6.465517241379326,1.2950971322849103,21.24120866824959,-24.561025717533585,3.1002588748810185,0.0
422,23.862177440495795,41.506745266214516,10.77,18.07,1.8484785341229137,10.082610186124985,5950.84,0.0038650005713479103,9.01043866615751,13.936379850015559,9.00809716599189,13.79093198992443,-22.873835178451,10.70741361944833,-4.917697511592008,-96.53092006033182
426,8.64414336539249,20.927926042529187,3.82,9.31,7.734233537456438,15.468467074912876,2198.02,0.0031846843977761806,15.824497729774981,9.431104401944017,12.352941176470585,13.814180929095365,18.43708038533382,14.353043130667134,2.5258061356332284,133.33333333333331
428,21.181734112407845,72.84450024023187,9.43,28.18,24.281500080077286,57.862298063162896,1935.63,0.0005166276612782401,4.504321590386591,8.088093484280286,3.0601092896174795,7.516215185043872,36.91158508008836,17.72174018731001,-1.9179317753410172,-50.0
430,11.248846993183198,19.020777643018864,5.21,8.71,8.180979631405963,10.839798011612901,4889.39,0.0,-3.748729391601007,-5.775071930725192,-1.8832391713747578,-3.4368070953436662,-6.0963213576595106,-12.046252719911259,3.89473236862795,0.0
434,38.59340917195525,49.86268465016618,17.44,22.48,18.833583675914163,20.377320042792373,6477.79,0.0,24.975007783534682,18.20655000349962,25.287356321839088,18.565400843881854,79.26718086186054,68.43999996425032,3.1133997644137428,0.0
440,28.85822268117227,85.53159975383588,12.89,38.13,15.646024345213881,49.719588474790775,2876.13,0.0010430682896809254,5.825627666343308,5.874045675036168,5.310457516339872,6.687185226636823,17.693005745701555,16.688692096671566,-1.961365797789116,200.0
442,19.73976410981889,85.53897780921518,8.95,36.15,19.73976410981889,67.4441940418812,607.91,0.0,4.6835581223895435,-2.1585044999888696,0.5617977528089768,-0.7413509060955604,-4.040071721142923,-1.6410735141715076,4.210165423845023,-100.0
450,3.128894822200552,6.332287140167783,1.42,2.79,0.0,0.0,26846.54,0.0,-5.00846664039388,-7.192180050959547,-4.697986577181212,-6.999999999999999,0.0,0.0,5.2725400498942525,0.0
454,10.398587098783311,30.542446923651504,4.69,11.24,0.0,0.05444286439153566,18367.88,0.00010888572878307131,120.72421411990828,58.21732887596638,120.18779342723008,37.91411042944785,0.0,-5.238819068939915,5.528444261106482,0.0
458,51.8221552522634,68.7669814782864,23.32,29.93,2.2222722919374416,11.203956138517936,32399.27,0.022006668668769387,-8.369768267635335,-5.699141356386344,-8.47723704866562,-6.057752667922159,-4.027000506873421,-1.6098532355168105,2.7686302472656337,0.0
462,26.54361319830121,42.8781443972558,7.02,11.9,26.54361319830121,42.8781443972558,489.76,0.004083632799738648,0.4786357944026951,-2.613014537732752,-6.772908366533874,-7.608695652173917,0.4786357944026951,-2.613014537732752,7.817281232801319,0.0
466,2.257415610279769,22.172837772081287,1.03,10.07,0.0,0.10032958267910085,19934.3,0.0,-24.61799959294856,-3.5733708488197617,-23.134328358208958,-3.3589251439539316,-100.0,-37.46085892155732,6.5999077010776865,0.0
470,28.479017067068085,87.47126670599484,10.93,30.94,18.307939543115197,63.060680648507905,491.59,0.0061026465143717325,2.4587406328287984,-0.21875258928344588,-1.7086330935251755,1.3097576948264642,-4.859740840944702,1.7016563424384419,5.10797519777635,0.0
478,5.38552137700757,32.07897515869727,2.39,14.57,6.7904399970965015,7.0245931004446565,4270.71,0.0,-0.8111808532581659,-1.529940412292518,-0.4166666666666578,-1.7532029669588656,19.62659095580585,23.751645816350873,5.400442756343341,0.0
480,40.14266084083435,56.35412002655591,17.73,24.42,2.315922740817366,16.211459185721566,1295.38,0.016211459185721564,-0.11348021430005115,2.700224568395723,2.5448235974551836,5.394907207596029,49.829779678549926,16.534273083316624,0.1136091381935395,950.0
484,35.11704256282322,70.89530154129547,15.92,30.7,7.926533372963313,17.723825385323867,124013.86,0.003136746166920375,4.953163328604984,5.024280689540693,4.943968358602505,4.8855483430133235,0.8613772551278391,6.2024376844554014,2.0528769029294294,3790.0
496,3.7926794964585855,108.09136564906969,1.75,42.24,3.7926794964585855,5.372962619982996,3163.99,0.003792679496458586,43.62640210620133,12.53202639248765,41.12903225806452,5.573606598350422,43.62640210620133,62.776589053694856,4.437622749253176,-45.45454545454545
498,24.225539775308118,55.26451261242165,11.02,23.02,7.191957120794598,10.220149592708113,2641.84,0.0,-5.689281496446206,-3.4599816600240523,-5.326460481099664,-5.07216494845361,15.287918758939846,26.59606390036695,-3.056012212306238,0.0
499,17.419947423431413,87.09973711715706,7.67,35.06,14.252684255534792,80.76521078136382,631.46,0.0,10.313559053621765,2.14218430890904,8.028169014084511,3.208713570797773,28.937926166570893,11.185602998709681,-0.2842434387139492,0.0
504,20.31869172119081,34.29127150754394,9.26,15.41,0.1113352971024154,0.4175073641340577,35927.51,0.0004731750126852654,0.1873024038894945,-0.09356144846995791,0.2164502164502118,-0.06485084306095841,30.2892407517248,12.750304496684919,2.336411329166674,1700.0
508,4.282236061321621,8.802374126049997,1.93,3.69,0.8496500121669882,1.3254540189805015,29423.88,0.0004758040068135134,12.955150714317776,-0.896395545364839,12.865497076023392,-0.539083557951483,-9.491065132758205,7.971835241627259,6.2368552838283815,-57.57575757575758
512,21.73364977527406,46.51001051908649,9.84,20.51,26.080379730328875,36.72986812021316,4601.16,0.007606777421345922,-10.667184049402254,-4.858473505265702,1.443298969072171,1.6352824578790974,-1.1178140684762747,0.33573359221483595,4.617707312525725,-5.405405405405405
516,9.976389212197798,32.42326493964285,4.53,14.67,10.807754979880949,12.886169399088823,2405.68,0.008729340560673074,-17.219129013715158,9.17477188046262,-15.95547309833023,8.586232420429313,9.174771880462627,-11.943877431255837,3.5435900746766493,-44.73684210526316
524,2.1398470746010325,13.751148413829586,0.96,6.69,0.0,0.0,28506.71,0.0002455562216755283,8.397610757097345,4.67851329942753,6.66666666666666,4.531250000000001,0.0,0.0,2.3169146759345187,250.0
528,13.536935006513927,61.610409324518514,4.65,26.54,33.842337516284815,93.25444115598484,17286.04,0.0035867092752301854,-49.2749717968495,-17.3159819293252,-51.86335403726707,-19.575757575757578,14.532301822330918,11.129896320116476,0.9432678657666846,-42.592592592592595
540,35.10249929795001,87.75624824487504,15.75,34.38,31.592249368155013,66.69474866610503,284.88,0.0,-9.451507492788046,3.7534809978470465,-4.948702474351239,2.4739195230998674,-10.356992417860141,-5.376825329963483,0.39823788546255345,0.0
548,16.818028927009756,40.36326942482341,7.87,17.45,13.454423141607803,20.181634712411704,297.3,0.0,19.080053817692573,3.9244106045316847,23.161189358372464,8.587429993777217,27.01872407220539,42.89606458123106,4.971400324835811,0.0
554,43.194937305338605,105.81726268102089,11.33,35.36,0.20667434117386893,20.254085435039155,4838.53,0.020667434117386894,5.0194911126588675,-8.014255572435758,-5.583333333333332,-13.05630686009344,-3.5227641453085976,-2.528153466394251,3.651394149200524,-64.28571428571429
558,20.084507085114186,27.235808850268477,9.1,11.65,1.0650874969378734,4.564660701162315,6572.23,0.0,-2.7844430277090013,-1.1273596702267845,-2.4651661307609904,-1.354784081287046,-2.7844430277090164,0.5678175575424024,2.86419490298518,-100.0
562,1.0630259210012287,8.681378354843368,0.49,4.02,0.08858549341676905,0.3543419736670762,22577.06,0.0,1.0925087838556777,-1.2882930534452772,0.0,-1.711491442542794,-53.66593347406615,48.26901288298831,7.91196143341806,0.0
566,1.4012971172293915,7.636565225188951,0.63,3.42,0.09073146802204694,0.1108940164713907,198387.62,0.00010585337935905477,10.157677135633095,-1.2496698573572262,10.526315789473696,-1.1560693641618507,1611.802752611277,597.4011214342238,5.152301995903576,16.666666666666664
578,20.894825612914886,71.15535208722366,9.45,28.83,0.3764833443768448,4.141316788145293,5312.32,0.0,1.312624866975898,-0.9012220248844185,1.286173633440506,3.7050359712230128,-1.4255541834829246,-34.283702788988606,1.4461701221596412,-100.0
586,6.335004888694146,19.12789191607866,2.86,8.93,0.004551009259119358,0.013653027777358074,219731.48,0.0003731827592477873,15.219838607975767,19.423393594093252,15.322580645161285,19.54484605087015,-51.41232380540103,-27.118485708101538,2.906753144037019,30.158730158730158
591,54.73847971075035,87.62958374747315,24.48,38.1,5.041702078621743,13.204457824961708,4165.26,0.010563566259969365,19.132827242477056,8.897067353642294,62.982689747004,30.927835051546392,12.775593040210367,2.2416090749160045,3.4502799068136336,-91.58699808795411
